year,month,day,dayofweek,true_prop,mostly_true_prop,half_true_prop,mostly_false_prop,false_prop,pants_on_fire_prop,total_counts,statement_len_words,statement_len_chars,speaker_description_len_words,speaker_description_len_chars,justification_len_words,justification_len_chars
2010.0,6.0,9.0,2.0,0.032967035,0.027472528,0.04945055,0.06043956,0.24175824,0.5879121,182.0,16.0,114.0,14.0,95.0,76.0,417.0
2012.0,11.0,6.0,1.0,0.0,0.33333334,0.33333334,0.33333334,0.0,0.0,3.0,10.0,56.0,37.0,217.0,77.0,484.0
2014.0,4.0,30.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,11.0,57.0,18.0,116.0,137.0,747.0
2023.0,4.0,12.0,2.0,0.004862237,0.004862237,0.024311183,0.08265802,0.65640193,0.22690438,617.0,18.0,84.0,13.0,85.0,111.0,665.0
2010.0,5.0,14.0,4.0,0.0,0.5,0.0,0.5,0.0,0.0,2.0,17.0,103.0,11.0,80.0,82.0,519.0
2013.0,1.0,2.0,2.0,0.0,0.5,0.5,0.0,0.0,0.0,2.0,9.0,54.0,8.0,56.0,63.0,363.0
2013.0,4.0,8.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,31.0,171.0,25.0,151.0,94.0,564.0
2011.0,10.0,6.0,3.0,0.20563847,0.27363184,0.27031508,0.11774461,0.11774461,0.014925373,603.0,7.0,36.0,92.0,520.0,53.0,296.0
2016.0,2.0,22.0,0.0,0.0,0.25,0.0,0.5,0.25,0.0,4.0,19.0,91.0,7.0,54.0,129.0,737.0
2023.0,5.0,8.0,0.0,0.0034873583,0.0113339145,0.030514386,0.0462075,0.61987793,0.2885789,1147.0,6.0,37.0,80.0,489.0,77.0,434.0
2022.0,6.0,16.0,3.0,0.2,0.4,0.2,0.0,0.2,0.0,5.0,10.0,54.0,25.0,161.0,66.0,409.0
2021.0,3.0,7.0,6.0,0.0034873583,0.0113339145,0.030514386,0.0462075,0.61987793,0.2885789,1147.0,11.0,80.0,80.0,489.0,69.0,405.0
2010.0,11.0,15.0,0.0,0.16666667,0.22222222,0.16666667,0.16666667,0.2777778,0.0,18.0,11.0,53.0,102.0,564.0,84.0,477.0
2013.0,8.0,15.0,3.0,0.0,0.0,0.0,0.5,0.5,0.0,2.0,14.0,81.0,33.0,202.0,119.0,683.0
2009.0,7.0,17.0,4.0,0.0,0.11111111,0.44444445,0.0,0.33333334,0.11111111,9.0,26.0,162.0,9.0,68.0,65.0,393.0
2014.0,11.0,4.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,7.0,31.0,40.0,217.0,137.0,786.0
2018.0,5.0,21.0,0.0,0.5,0.0,0.0,0.5,0.0,0.0,2.0,20.0,113.0,29.0,177.0,59.0,331.0
2018.0,5.0,21.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,12.0,65.0,13.0,77.0,54.0,325.0
2020.0,6.0,1.0,0.0,0.0124223605,0.024844721,0.03726708,0.07453416,0.6086956,0.24223602,161.0,9.0,62.0,15.0,104.0,55.0,361.0
2018.0,6.0,5.0,1.0,0.010928961,0.024590164,0.032786883,0.07240437,0.318306,0.5409836,732.0,15.0,75.0,5.0,28.0,117.0,686.0
2021.0,11.0,26.0,4.0,0.009970918,0.020772746,0.044869132,0.10178646,0.58579147,0.23680931,2407.0,20.0,115.0,8.0,51.0,77.0,440.0
2023.0,6.0,24.0,5.0,0.0,0.010989011,0.032967035,0.0989011,0.6593407,0.1978022,91.0,10.0,59.0,6.0,41.0,38.0,207.0
2014.0,7.0,24.0,3.0,0.12682927,0.2195122,0.1902439,0.19512194,0.21463415,0.053658538,205.0,25.0,126.0,88.0,559.0,79.0,465.0
2013.0,12.0,4.0,2.0,0.0,0.2,0.2,0.4,0.2,0.0,5.0,29.0,184.0,51.0,294.0,102.0,593.0
2022.0,5.0,14.0,5.0,0.009970918,0.020772746,0.044869132,0.10178646,0.58579147,0.23680931,2407.0,11.0,71.0,8.0,51.0,69.0,403.0
2015.0,1.0,9.0,4.0,0.20563847,0.27363184,0.27031508,0.11774461,0.11774461,0.014925373,603.0,7.0,43.0,92.0,520.0,114.0,747.0
2016.0,4.0,17.0,6.0,0.12,0.35428572,0.2742857,0.14857143,0.10285714,0.0,175.0,19.0,107.0,99.0,594.0,77.0,466.0
2012.0,2.0,12.0,6.0,0.6,0.0,0.0,0.2,0.2,0.0,5.0,28.0,161.0,33.0,205.0,67.0,404.0
2015.0,9.0,17.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,14.0,74.0,19.0,102.0,64.0,358.0
2022.0,8.0,11.0,3.0,0.0124223605,0.024844721,0.03726708,0.07453416,0.6086956,0.24223602,161.0,11.0,88.0,15.0,104.0,62.0,436.0
2022.0,7.0,25.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,2.0,14.0,84.0,11.0,67.0,81.0,495.0
2018.0,9.0,11.0,1.0,0.08287293,0.19889502,0.2320442,0.2320442,0.20994475,0.044198897,181.0,27.0,160.0,37.0,198.0,135.0,757.0
2010.0,9.0,14.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,22.0,125.0,38.0,226.0,86.0,499.0
2008.0,3.0,20.0,3.0,0.20563847,0.27363184,0.27031508,0.11774461,0.11774461,0.014925373,603.0,9.0,48.0,92.0,520.0,55.0,306.0
2008.0,2.0,11.0,0.0,0.23920266,0.25249168,0.23255815,0.14285715,0.10299003,0.029900333,301.0,22.0,113.0,89.0,502.0,56.0,297.0
2016.0,11.0,27.0,6.0,0.050955415,0.14012739,0.13375796,0.3057325,0.29936305,0.070063695,157.0,25.0,135.0,79.0,454.0,110.0,623.0
2014.0,5.0,5.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,16.0,107.0,8.0,46.0,159.0,957.0
2020.0,2.0,11.0,1.0,0.09328358,0.23880596,0.24253732,0.19402985,0.20522387,0.026119404,268.0,27.0,141.0,98.0,578.0,79.0,440.0
2016.0,3.0,29.0,1.0,0.036960986,0.08726899,0.123203285,0.19917865,0.36960986,0.18377824,974.0,14.0,70.0,66.0,367.0,88.0,483.0
2016.0,4.0,4.0,0.0,0.010928961,0.024590164,0.032786883,0.07240437,0.318306,0.5409836,732.0,9.0,54.0,5.0,28.0,244.0,1429.0
2013.0,2.0,6.0,2.0,0.5,0.16666667,0.16666667,0.16666667,0.0,0.0,6.0,8.0,51.0,30.0,180.0,46.0,276.0
2020.0,9.0,24.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,29.0,168.0,4.0,29.0,114.0,749.0
2020.0,9.0,22.0,1.0,0.004862237,0.004862237,0.024311183,0.08265802,0.65640193,0.22690438,617.0,30.0,151.0,13.0,85.0,99.0,579.0
2010.0,7.0,26.0,0.0,0.16666667,0.0,0.16666667,0.33333334,0.33333334,0.0,6.0,11.0,80.0,14.0,77.0,54.0,328.0
2023.0,2.0,19.0,6.0,0.004862237,0.004862237,0.024311183,0.08265802,0.65640193,0.22690438,617.0,9.0,52.0,13.0,85.0,50.0,292.0
2013.0,5.0,17.0,4.0,0.16666667,0.083333336,0.33333334,0.16666667,0.16666667,0.083333336,12.0,19.0,122.0,21.0,130.0,113.0,697.0
2010.0,7.0,25.0,6.0,0.2,0.2,0.2,0.4,0.0,0.0,5.0,15.0,81.0,28.0,179.0,175.0,1047.0
2020.0,4.0,27.0,0.0,0.009970918,0.020772746,0.044869132,0.10178646,0.58579147,0.23680931,2407.0,12.0,75.0,8.0,51.0,81.0,495.0
2013.0,6.0,11.0,1.0,0.16666667,0.16666667,0.5,0.16666667,0.0,0.0,6.0,16.0,80.0,69.0,406.0,144.0,796.0
2012.0,1.0,2.0,0.0,0.15116279,0.13953489,0.25,0.1744186,0.18023255,0.10465116,172.0,10.0,57.0,35.0,191.0,100.0,598.0
2014.0,4.0,18.0,4.0,0.0,0.16666667,0.33333334,0.16666667,0.33333334,0.0,6.0,27.0,159.0,29.0,185.0,98.0,585.0
2013.0,8.0,7.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,16.0,80.0,33.0,216.0,57.0,373.0
2020.0,2.0,24.0,0.0,0.010928961,0.024590164,0.032786883,0.07240437,0.318306,0.5409836,732.0,18.0,87.0,5.0,28.0,136.0,739.0
2010.0,10.0,15.0,4.0,0.5,0.0,0.0,0.5,0.0,0.0,2.0,20.0,108.0,38.0,218.0,43.0,229.0
2021.0,12.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,7.0,36.0,18.0,121.0,160.0,930.0
2020.0,4.0,24.0,4.0,0.009970918,0.020772746,0.044869132,0.10178646,0.58579147,0.23680931,2407.0,24.0,137.0,8.0,51.0,76.0,420.0
2019.0,1.0,24.0,3.0,0.2857143,0.2857143,0.0,0.14285715,0.2857143,0.0,7.0,29.0,166.0,19.0,112.0,33.0,190.0
2010.0,11.0,8.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,11.0,57.0,22.0,122.0,38.0,192.0
2010.0,4.0,12.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,7.0,39.0,15.0,71.0,114.0,657.0
2013.0,2.0,14.0,3.0,0.28947368,0.10526316,0.2631579,0.15789473,0.15789473,0.02631579,38.0,18.0,102.0,30.0,171.0,115.0,673.0
2011.0,2.0,22.0,1.0,0.25,0.0,0.25,0.0,0.0,0.5,4.0,15.0,75.0,19.0,108.0,63.0,383.0
2020.0,9.0,29.0,1.0,0.036960986,0.08726899,0.123203285,0.19917865,0.36960986,0.18377824,974.0,11.0,62.0,66.0,367.0,141.0,817.0
2018.0,5.0,26.0,5.0,0.036960986,0.08726899,0.123203285,0.19917865,0.36960986,0.18377824,974.0,47.0,264.0,66.0,367.0,158.0,908.0
2013.0,7.0,8.0,0.0,0.11111111,0.037037037,0.11111111,0.22222222,0.37037036,0.14814815,27.0,11.0,63.0,65.0,381.0,52.0,307.0
2017.0,3.0,20.0,0.0,0.25,0.33333334,0.1388889,0.11111111,0.1388889,0.027777778,36.0,21.0,130.0,35.0,201.0,96.0,571.0
2016.0,8.0,22.0,0.0,0.0,0.33333334,0.33333334,0.33333334,0.0,0.0,3.0,20.0,111.0,19.0,119.0,189.0,1156.0
2015.0,12.0,19.0,5.0,0.12,0.35428572,0.2742857,0.14857143,0.10285714,0.0,175.0,27.0,139.0,99.0,594.0,44.0,250.0
2014.0,10.0,21.0,1.0,0.05882353,0.23529412,0.32352942,0.14705883,0.14705883,0.0882353,34.0,21.0,121.0,58.0,345.0,79.0,453.0
2019.0,5.0,14.0,1.0,0.09328358,0.23880596,0.24253732,0.19402985,0.20522387,0.026119404,268.0,9.0,55.0,98.0,578.0,85.0,469.0
2010.0,3.0,13.0,5.0,0.5263158,0.21052632,0.10526316,0.05263158,0.10526316,0.0,19.0,23.0,121.0,38.0,224.0,88.0,495.0
2016.0,8.0,22.0,0.0,0.25,0.0,0.75,0.0,0.0,0.0,4.0,29.0,160.0,24.0,146.0,85.0,475.0
2009.0,9.0,20.0,6.0,0.20563847,0.27363184,0.27031508,0.11774461,0.11774461,0.014925373,603.0,15.0,88.0,92.0,520.0,65.0,421.0
2014.0,9.0,30.0,1.0,0.0,0.44444445,0.2962963,0.18518518,0.037037037,0.037037037,27.0,38.0,207.0,32.0,186.0,45.0,296.0
2021.0,8.0,20.0,4.0,0.009970918,0.020772746,0.044869132,0.10178646,0.58579147,0.23680931,2407.0,12.0,76.0,8.0,51.0,120.0,698.0
2013.0,6.0,12.0,2.0,0.032967035,0.027472528,0.04945055,0.06043956,0.24175824,0.5879121,182.0,11.0,71.0,14.0,95.0,82.0,475.0
2017.0,5.0,19.0,4.0,0.0034873583,0.0113339145,0.030514386,0.0462075,0.61987793,0.2885789,1147.0,22.0,114.0,80.0,489.0,89.0,503.0
2017.0,3.0,22.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,30.0,145.0,16.0,94.0,119.0,663.0
2014.0,4.0,6.0,6.0,0.30769232,0.3846154,0.15384616,0.15384616,0.0,0.0,13.0,11.0,67.0,13.0,75.0,104.0,653.0
2019.0,3.0,30.0,5.0,0.0034873583,0.0113339145,0.030514386,0.0462075,0.61987793,0.2885789,1147.0,33.0,196.0,80.0,489.0,75.0,459.0
2019.0,4.0,12.0,4.0,0.036960986,0.08726899,0.123203285,0.19917865,0.36960986,0.18377824,974.0,21.0,134.0,66.0,367.0,109.0,716.0
2019.0,5.0,24.0,4.0,0.0034873583,0.0113339145,0.030514386,0.0462075,0.61987793,0.2885789,1147.0,9.0,52.0,80.0,489.0,102.0,567.0
2013.0,10.0,31.0,3.0,0.05,0.15,0.15,0.3,0.25,0.1,40.0,11.0,77.0,9.0,65.0,133.0,811.0
2007.0,9.0,17.0,0.0,0.1904762,0.1904762,0.1904762,0.11904762,0.23809524,0.071428575,42.0,18.0,129.0,43.0,247.0,104.0,609.0
2013.0,6.0,27.0,3.0,0.04347826,0.08695652,0.26086956,0.4347826,0.17391305,0.0,23.0,24.0,136.0,16.0,101.0,77.0,462.0
2019.0,4.0,28.0,6.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,18.0,90.0,10.0,64.0,140.0,751.0
2022.0,7.0,20.0,2.0,0.009970918,0.020772746,0.044869132,0.10178646,0.58579147,0.23680931,2407.0,14.0,94.0,8.0,51.0,50.0,291.0
2014.0,7.0,2.0,2.0,0.16853933,0.2247191,0.23595506,0.2247191,0.123595506,0.02247191,89.0,6.0,40.0,99.0,543.0,93.0,547.0
2012.0,5.0,10.0,3.0,0.11111111,0.18518518,0.33333334,0.074074075,0.18518518,0.11111111,27.0,14.0,67.0,74.0,433.0,100.0,548.0
2016.0,3.0,21.0,0.0,0.23920266,0.25249168,0.23255815,0.14285715,0.10299003,0.029900333,301.0,10.0,46.0,89.0,502.0,80.0,433.0
2019.0,12.0,27.0,4.0,0.0,0.14285715,0.2857143,0.42857143,0.14285715,0.0,7.0,20.0,105.0,17.0,98.0,84.0,480.0
2018.0,11.0,15.0,3.0,0.12,0.35428572,0.2742857,0.14857143,0.10285714,0.0,175.0,19.0,115.0,99.0,594.0,118.0,675.0
2014.0,4.0,16.0,2.0,0.12682927,0.2195122,0.1902439,0.19512194,0.21463415,0.053658538,205.0,20.0,100.0,88.0,559.0,84.0,439.0
2017.0,7.0,31.0,0.0,0.07692308,0.15384616,0.23076923,0.30769232,0.23076923,0.0,13.0,22.0,135.0,56.0,332.0,202.0,1206.0
2016.0,10.0,4.0,1.0,0.2413793,0.29310346,0.25862068,0.13793103,0.06896552,0.0,58.0,10.0,58.0,123.0,697.0,18.0,98.0
2020.0,5.0,13.0,2.0,0.010928961,0.024590164,0.032786883,0.07240437,0.318306,0.5409836,732.0,15.0,93.0,5.0,28.0,145.0,905.0
2018.0,3.0,20.0,1.0,0.33333334,0.33333334,0.0,0.33333334,0.0,0.0,3.0,16.0,96.0,20.0,109.0,104.0,584.0
2017.0,8.0,28.0,0.0,0.010928961,0.024590164,0.032786883,0.07240437,0.318306,0.5409836,732.0,8.0,48.0,5.0,28.0,73.0,461.0
2015.0,9.0,8.0,1.0,0.036960986,0.08726899,0.123203285,0.19917865,0.36960986,0.18377824,974.0,11.0,65.0,66.0,367.0,77.0,466.0
2015.0,8.0,6.0,3.0,0.12352941,0.22352941,0.20588236,0.24117647,0.1764706,0.029411765,170.0,17.0,103.0,90.0,467.0,75.0,405.0
2019.0,1.0,2.0,2.0,0.036960986,0.08726899,0.123203285,0.19917865,0.36960986,0.18377824,974.0,13.0,82.0,66.0,367.0,47.0,301.0
2012.0,9.0,16.0,6.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,9.0,57.0,26.0,185.0,40.0,232.0
2016.0,8.0,10.0,2.0,0.036960986,0.08726899,0.123203285,0.19917865,0.36960986,0.18377824,974.0,15.0,89.0,66.0,367.0,115.0,683.0
2012.0,2.0,8.0,2.0,0.2,0.1,0.3,0.1,0.3,0.0,10.0,13.0,77.0,49.0,278.0,102.0,574.0
2020.0,3.0,15.0,6.0,0.009970918,0.020772746,0.044869132,0.10178646,0.58579147,0.23680931,2407.0,9.0,48.0,8.0,51.0,92.0,525.0
2014.0,9.0,29.0,0.0,0.22222222,0.22222222,0.0,0.22222222,0.22222222,0.11111111,9.0,14.0,70.0,68.0,380.0,120.0,675.0
2009.0,1.0,14.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,30.0,166.0,44.0,304.0,95.0,540.0
2013.0,5.0,12.0,6.0,0.27586207,0.13793103,0.1724138,0.2413793,0.13793103,0.03448276,29.0,30.0,168.0,36.0,227.0,136.0,763.0
2016.0,7.0,27.0,2.0,0.036960986,0.08726899,0.123203285,0.19917865,0.36960986,0.18377824,974.0,6.0,38.0,66.0,367.0,85.0,496.0
2020.0,1.0,14.0,1.0,0.12,0.35428572,0.2742857,0.14857143,0.10285714,0.0,175.0,13.0,65.0,99.0,594.0,48.0,276.0
2023.0,2.0,4.0,5.0,0.009970918,0.020772746,0.044869132,0.10178646,0.58579147,0.23680931,2407.0,16.0,94.0,8.0,51.0,12.0,69.0
2010.0,5.0,30.0,6.0,0.5,0.0,0.5,0.0,0.0,0.0,2.0,31.0,159.0,22.0,119.0,47.0,251.0
2018.0,2.0,4.0,6.0,0.009970918,0.020772746,0.044869132,0.10178646,0.58579147,0.23680931,2407.0,4.0,29.0,8.0,51.0,49.0,301.0
2014.0,9.0,20.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,11.0,65.0,68.0,398.0,52.0,302.0
2018.0,9.0,20.0,3.0,0.33333334,0.16666667,0.33333334,0.0,0.16666667,0.0,6.0,23.0,116.0,84.0,488.0,75.0,400.0
2011.0,4.0,3.0,6.0,0.0,0.33333334,0.33333334,0.33333334,0.0,0.0,3.0,21.0,144.0,12.0,70.0,94.0,564.0
2022.0,5.0,12.0,3.0,0.009970918,0.020772746,0.044869132,0.10178646,0.58579147,0.23680931,2407.0,12.0,73.0,8.0,51.0,86.0,538.0
2021.0,2.0,9.0,1.0,0.0,0.0,0.0,0.0,0.6666667,0.33333334,3.0,30.0,165.0,44.0,277.0,28.0,196.0
2022.0,9.0,27.0,1.0,0.004862237,0.004862237,0.024311183,0.08265802,0.65640193,0.22690438,617.0,24.0,140.0,13.0,85.0,77.0,441.0
2019.0,10.0,9.0,2.0,0.036960986,0.08726899,0.123203285,0.19917865,0.36960986,0.18377824,974.0,40.0,262.0,66.0,367.0,144.0,869.0
2018.0,3.0,9.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,22.0,115.0,7.0,43.0,85.0,488.0
2011.0,1.0,27.0,3.0,0.375,0.25,0.125,0.125,0.125,0.0,8.0,30.0,157.0,59.0,353.0,109.0,624.0
2023.0,2.0,22.0,2.0,0.010928961,0.024590164,0.032786883,0.07240437,0.318306,0.5409836,732.0,6.0,34.0,5.0,28.0,91.0,548.0
2008.0,6.0,10.0,1.0,0.20108695,0.20108695,0.16847827,0.17391305,0.21195652,0.04347826,184.0,15.0,83.0,85.0,410.0,104.0,575.0
2021.0,3.0,27.0,5.0,0.010928961,0.024590164,0.032786883,0.07240437,0.318306,0.5409836,732.0,7.0,44.0,5.0,28.0,76.0,450.0
2008.0,9.0,22.0,0.0,0.20108695,0.20108695,0.16847827,0.17391305,0.21195652,0.04347826,184.0,13.0,78.0,85.0,410.0,69.0,420.0
2013.0,7.0,11.0,3.0,0.35416666,0.22916667,0.22916667,0.0625,0.104166664,0.020833334,48.0,3.0,18.0,37.0,208.0,93.0,567.0
2015.0,1.0,5.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,15.0,83.0,25.0,140.0,90.0,536.0
2010.0,7.0,6.0,1.0,0.4,0.2,0.2,0.0,0.2,0.0,5.0,21.0,108.0,6.0,38.0,46.0,261.0
2016.0,8.0,29.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,19.0,97.0,11.0,67.0,79.0,427.0
2016.0,9.0,6.0,1.0,0.16666667,0.0,0.16666667,0.33333334,0.16666667,0.16666667,6.0,17.0,116.0,37.0,258.0,138.0,826.0
2022.0,8.0,10.0,2.0,0.11111111,0.11111111,0.22222222,0.11111111,0.44444445,0.0,9.0,31.0,185.0,44.0,277.0,144.0,810.0
2019.0,2.0,7.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,35.0,184.0,37.0,249.0,154.0,877.0
2023.0,6.0,5.0,0.0,0.004862237,0.004862237,0.024311183,0.08265802,0.65640193,0.22690438,617.0,14.0,88.0,13.0,85.0,45.0,267.0
2017.0,9.0,21.0,3.0,0.0,0.0,0.5,0.0,0.5,0.0,2.0,17.0,85.0,20.0,114.0,72.0,412.0
2014.0,9.0,19.0,4.0,0.0,0.0,0.2,0.4,0.2,0.2,5.0,13.0,82.0,23.0,152.0,123.0,762.0
2016.0,5.0,10.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,17.0,85.0,8.0,44.0,50.0,308.0
2016.0,1.0,15.0,4.0,0.15116279,0.13953489,0.25,0.1744186,0.18023255,0.10465116,172.0,11.0,64.0,35.0,191.0,54.0,313.0
2018.0,7.0,10.0,1.0,0.055555556,0.16666667,0.2777778,0.2777778,0.16666667,0.055555556,18.0,16.0,99.0,43.0,252.0,52.0,290.0
2008.0,5.0,12.0,0.0,0.20108695,0.20108695,0.16847827,0.17391305,0.21195652,0.04347826,184.0,18.0,101.0,85.0,410.0,148.0,867.0
2011.0,5.0,6.0,4.0,0.27586207,0.13793103,0.1724138,0.2413793,0.13793103,0.03448276,29.0,17.0,96.0,36.0,227.0,48.0,275.0
2013.0,7.0,28.0,6.0,0.0,0.33333334,0.11111111,0.33333334,0.22222222,0.0,9.0,20.0,111.0,17.0,106.0,73.0,420.0
2019.0,5.0,6.0,0.0,0.0952381,0.21428572,0.17857143,0.33333334,0.13095239,0.04761905,84.0,16.0,96.0,29.0,182.0,88.0,482.0
2022.0,11.0,17.0,3.0,0.004862237,0.004862237,0.024311183,0.08265802,0.65640193,0.22690438,617.0,11.0,67.0,13.0,85.0,62.0,398.0
2019.0,4.0,9.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,16.0,97.0,20.0,135.0,92.0,586.0
2021.0,3.0,9.0,1.0,0.004862237,0.004862237,0.024311183,0.08265802,0.65640193,0.22690438,617.0,20.0,118.0,13.0,85.0,94.0,534.0
2020.0,6.0,17.0,2.0,0.0034873583,0.0113339145,0.030514386,0.0462075,0.61987793,0.2885789,1147.0,9.0,59.0,80.0,489.0,52.0,297.0
2010.0,6.0,28.0,0.0,0.125,0.1875,0.3125,0.1875,0.125,0.0625,16.0,26.0,174.0,38.0,217.0,57.0,315.0
2022.0,3.0,15.0,1.0,0.16666667,0.16666667,0.0,0.5,0.16666667,0.0,6.0,37.0,172.0,35.0,218.0,85.0,495.0
2020.0,7.0,20.0,0.0,0.009970918,0.020772746,0.044869132,0.10178646,0.58579147,0.23680931,2407.0,11.0,61.0,8.0,51.0,46.0,252.0
2012.0,4.0,1.0,6.0,0.032967035,0.027472528,0.04945055,0.06043956,0.24175824,0.5879121,182.0,27.0,163.0,14.0,95.0,47.0,251.0
2016.0,5.0,16.0,0.0,0.12352941,0.22352941,0.20588236,0.24117647,0.1764706,0.029411765,170.0,10.0,48.0,90.0,467.0,74.0,454.0
2019.0,9.0,15.0,6.0,0.11111111,0.18518518,0.33333334,0.074074075,0.18518518,0.11111111,27.0,30.0,149.0,74.0,433.0,111.0,641.0
2021.0,2.0,25.0,3.0,0.009970918,0.020772746,0.044869132,0.10178646,0.58579147,0.23680931,2407.0,15.0,81.0,8.0,51.0,97.0,533.0
2012.0,4.0,3.0,1.0,0.5,0.0,0.0,0.0,0.5,0.0,2.0,17.0,113.0,11.0,65.0,57.0,339.0
2010.0,9.0,7.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,16.0,113.0,9.0,74.0,88.0,497.0
2018.0,10.0,31.0,2.0,0.010928961,0.024590164,0.032786883,0.07240437,0.318306,0.5409836,732.0,11.0,76.0,5.0,28.0,147.0,856.0
2016.0,2.0,17.0,2.0,0.23920266,0.25249168,0.23255815,0.14285715,0.10299003,0.029900333,301.0,23.0,132.0,89.0,502.0,51.0,286.0
2018.0,7.0,14.0,5.0,0.12,0.35428572,0.2742857,0.14857143,0.10285714,0.0,175.0,15.0,87.0,99.0,594.0,100.0,561.0
2011.0,2.0,15.0,1.0,0.0,0.09090909,0.36363637,0.27272728,0.09090909,0.18181819,11.0,25.0,153.0,11.0,46.0,105.0,584.0
2022.0,7.0,13.0,2.0,0.0034873583,0.0113339145,0.030514386,0.0462075,0.61987793,0.2885789,1147.0,12.0,60.0,80.0,489.0,69.0,390.0
2016.0,7.0,20.0,2.0,0.25,0.0,0.5,0.25,0.0,0.0,4.0,23.0,130.0,16.0,110.0,63.0,395.0
2019.0,4.0,27.0,5.0,0.036960986,0.08726899,0.123203285,0.19917865,0.36960986,0.18377824,974.0,13.0,62.0,66.0,367.0,74.0,373.0
2017.0,2.0,2.0,3.0,0.3846154,0.23076923,0.15384616,0.102564104,0.102564104,0.025641026,39.0,19.0,121.0,46.0,252.0,64.0,403.0
2011.0,7.0,9.0,5.0,0.0,0.0,0.5,0.0,0.0,0.5,2.0,19.0,117.0,7.0,43.0,82.0,519.0
2011.0,2.0,3.0,3.0,0.4,0.4,0.2,0.0,0.0,0.0,10.0,11.0,57.0,22.0,120.0,73.0,404.0
2008.0,1.0,11.0,4.0,0.032967035,0.027472528,0.04945055,0.06043956,0.24175824,0.5879121,182.0,11.0,61.0,14.0,95.0,95.0,542.0
2019.0,4.0,29.0,0.0,0.0034873583,0.0113339145,0.030514386,0.0462075,0.61987793,0.2885789,1147.0,9.0,51.0,80.0,489.0,41.0,207.0
2010.0,8.0,17.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,12.0,53.0,46.0,266.0,87.0,493.0
2016.0,8.0,13.0,5.0,0.2413793,0.29310346,0.25862068,0.13793103,0.06896552,0.0,58.0,16.0,91.0,123.0,697.0,104.0,617.0
2012.0,9.0,6.0,3.0,0.35416666,0.22916667,0.22916667,0.0625,0.104166664,0.020833334,48.0,19.0,107.0,37.0,208.0,100.0,563.0
2008.0,5.0,13.0,1.0,0.20563847,0.27363184,0.27031508,0.11774461,0.11774461,0.014925373,603.0,14.0,76.0,92.0,520.0,94.0,508.0
2017.0,11.0,13.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,13.0,91.0,13.0,80.0,60.0,366.0
2021.0,4.0,22.0,3.0,0.0034873583,0.0113339145,0.030514386,0.0462075,0.61987793,0.2885789,1147.0,11.0,62.0,80.0,489.0,74.0,420.0
2020.0,8.0,29.0,5.0,0.009970918,0.020772746,0.044869132,0.10178646,0.58579147,0.23680931,2407.0,13.0,77.0,8.0,51.0,38.0,207.0
2010.0,7.0,11.0,6.0,0.33333334,0.0,0.6666667,0.0,0.0,0.0,3.0,23.0,121.0,11.0,76.0,74.0,420.0
2016.0,10.0,13.0,3.0,0.036960986,0.08726899,0.123203285,0.19917865,0.36960986,0.18377824,974.0,25.0,134.0,66.0,367.0,83.0,485.0
2013.0,11.0,22.0,4.0,0.08,0.32,0.16,0.2,0.2,0.04,25.0,16.0,91.0,39.0,242.0,77.0,415.0
2010.0,1.0,27.0,2.0,0.16853933,0.2247191,0.23595506,0.2247191,0.123595506,0.02247191,89.0,20.0,114.0,99.0,543.0,73.0,426.0
2014.0,9.0,20.0,5.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,17.0,90.0,12.0,69.0,191.0,1073.0
2021.0,9.0,26.0,6.0,0.009970918,0.020772746,0.044869132,0.10178646,0.58579147,0.23680931,2407.0,10.0,63.0,8.0,51.0,51.0,346.0
